timestamp,open,high,low,close,volume
2026-01-07 13:59:00,92044.67,92044.67,92044.67,92044.67,6e-05
2026-01-07 14:00:00,92044.67,92044.67,92044.67,92044.67,0.0
2026-01-07 14:01:00,92044.67,92044.67,92044.67,92044.67,0.0
2026-01-07 14:02:00,92044.67,92044.67,92044.67,92044.67,0.0
2026-01-07 14:03:00,92044.67,92044.67,92044.67,92044.67,0.0
2026-01-07 14:04:00,92044.67,92044.67,92044.67,92044.67,0.0
2026-01-07 14:05:00,92044.67,92044.67,92044.67,92044.67,0.0
2026-01-07 14:06:00,92044.67,92044.67,92044.67,92044.67,0.0
2026-01-07 14:07:00,92044.67,92044.67,92044.67,92044.67,0.0
2026-01-07 14:08:00,92044.67,92044.67,92044.67,92044.67,0.0
2026-01-07 14:09:00,92044.67,92044.67,92044.67,92044.67,0.0
2026-01-07 14:10:00,92044.67,92044.67,92044.67,92044.67,0.0
2026-01-07 14:11:00,91725.99,91725.99,91703.92,91703.93,0.03359
2026-01-07 14:12:00,91703.92,91703.93,91664.42,91683.22,0.01415
2026-01-07 14:13:00,91683.22,91701.84,91617.22,91701.84,0.01764
2026-01-07 14:14:00,91701.84,91736.4,91683.39,91692.37,0.02578
2026-01-07 14:15:00,91701.84,91751.45,91701.84,91751.45,0.06891
2026-01-07 14:16:00,91751.45,91751.45,91623.57,91623.57,0.00399
2026-01-07 14:17:00,91623.57,91675.19,91606.81,91606.81,0.01405
2026-01-07 14:18:00,91606.81,91606.82,91564.55,91580.63,0.00437
2026-01-07 14:19:00,91557.29,91557.29,91529.98,91538.92,1.01422
2026-01-07 14:20:00,91538.92,91627.64,91538.92,91627.63,4.14038
2026-01-07 14:21:00,91626.36,91626.36,91574.11,91574.12,0.48315
2026-01-07 14:22:00,91574.11,91574.11,91515.97,91515.97,1.09162
2026-01-07 14:23:00,91511.8,91583.46,91511.79,91583.45,0.06134
2026-01-07 14:24:00,91583.45,91583.45,91544.87,91571.03,1.03611
2026-01-07 14:25:00,91571.03,91591.33,91569.35,91591.25,1.04613
2026-01-07 14:26:00,91591.25,91634.82,91583.51,91599.59,2.0891
2026-01-07 14:27:00,91599.58,91599.58,91528.17,91544.45,1.09396
2026-01-07 14:28:00,91544.46,91550.99,91537.53,91550.98,0.74925
2026-01-07 14:29:00,91557.96,91561.15,91538.69,91552.09,1.01527
2026-01-07 14:30:00,91552.09,91634.82,91522.41,91621.54,1.13963
2026-01-07 14:31:00,91628.44,91628.44,91410.21,91444.16,0.14179
2026-01-07 14:32:00,91444.16,91635.51,91444.16,91635.51,2.89762
2026-01-07 14:33:00,91690.03,91690.04,91550.01,91550.02,0.48212
2026-01-07 14:34:00,91550.01,91671.79,91550.01,91671.78,0.03574
2026-01-07 14:35:00,91641.45,96323.3,91582.64,91707.48,5.12591
2026-01-07 14:36:00,91707.48,91861.15,91707.48,91810.91,1.24134
2026-01-07 14:37:00,91810.91,91810.91,91630.8,91630.8,0.12964
2026-01-07 14:38:00,91630.8,91774.97,91630.8,91774.97,1.15874
2026-01-07 14:39:00,91774.96,91791.46,91716.08,91791.46,1.35924
2026-01-07 14:40:00,91791.46,91856.56,91791.46,91822.04,4.55478
2026-01-07 14:41:00,91822.04,92074.47,91822.04,92015.12,2.51301
2026-01-07 14:42:00,92015.11,92015.12,91942.28,91990.81,0.24166
2026-01-07 14:43:00,91990.8,92000.73,91942.06,91942.06,0.25373
2026-01-07 14:44:00,91942.06,91942.06,91813.41,91842.38,0.24063
2026-01-07 14:45:00,91842.38,91913.1,91794.51,91913.1,1.20845
2026-01-07 14:46:00,91913.09,91970.11,91913.09,91942.12,2.34533
2026-01-07 14:47:00,91948.22,91982.88,91948.22,91978.51,1.11562
2026-01-07 14:48:00,91978.51,91978.51,91913.59,91933.65,0.03501
2026-01-07 14:49:00,91950.7,91963.21,91866.71,91866.71,0.24616
2026-01-07 14:50:00,91866.71,91891.68,91807.69,91891.67,0.21688
2026-01-07 14:51:00,91891.67,91903.8,91794.51,91867.01,0.15092
2026-01-07 14:52:00,91867.0,91926.78,91867.0,91926.77,1.04744
2026-01-07 14:53:00,91926.77,91975.23,91881.0,91975.22,0.03726
2026-01-07 14:54:00,91975.22,91975.23,91916.06,91916.06,0.01746
2026-01-07 14:55:00,91928.15,92093.79,91928.14,92093.78,4.56156
2026-01-07 14:56:00,92093.78,92109.58,92065.47,92082.0,0.12825
2026-01-07 14:57:00,92089.48,92089.49,91950.0,91950.01,1.35471
2026-01-07 14:58:00,91950.0,92002.2,91945.21,91945.21,3.33642
2026-01-07 14:59:00,91969.91,91969.91,91962.01,91962.01,1.12628
2026-01-07 15:00:00,91962.01,91975.2,91932.99,91932.99,0.14397
2026-01-07 15:01:00,91932.99,91932.99,91824.54,91839.03,1.15446
2026-01-07 15:02:00,91839.03,91839.03,91484.29,91484.29,1.48651
2026-01-07 15:03:00,91484.29,91498.36,91456.76,91456.76,0.02618
2026-01-07 15:04:00,91456.76,91537.27,91456.76,91485.74,0.06449
2026-01-07 15:05:00,91485.75,91647.71,91485.75,91647.71,0.10472
2026-01-07 15:06:00,91647.71,91716.0,91647.7,91715.99,0.77574
2026-01-07 15:07:00,91742.77,91773.4,91732.45,91773.4,0.03764
2026-01-07 15:08:00,91773.41,91773.41,91665.87,91665.87,1.13161
2026-01-07 15:09:00,91665.87,91720.93,91653.49,91720.93,0.07243
2026-01-07 15:10:00,91720.94,91729.13,91688.92,91688.94,0.03139
2026-01-07 15:11:00,91688.92,91688.92,91650.0,91673.65,1.11019
2026-01-07 15:12:00,91673.65,91738.54,91673.65,91738.53,0.05917
2026-01-07 15:13:00,91684.69,91702.0,91669.18,91701.99,1.03337
2026-01-07 15:14:00,91701.99,91701.99,91645.49,91694.02,0.0477
2026-01-07 15:15:00,91671.29,91671.29,91537.02,91537.03,0.02001
2026-01-07 15:16:00,91537.02,91537.02,91467.94,91496.06,0.01701
2026-01-07 15:17:00,91457.58,91457.58,91248.0,91251.97,0.21789
2026-01-07 15:18:00,91251.98,91251.98,91222.25,91234.53,0.05078
2026-01-07 15:19:00,91234.54,91234.54,64431.27,91145.06,3.72828
2026-01-07 15:20:00,91145.07,91145.07,91063.25,91113.67,0.0376
2026-01-07 15:21:00,91113.67,91284.65,91113.67,91284.14,0.10917
2026-01-07 15:22:00,91284.14,91317.09,91243.33,91265.34,2.24802
2026-01-07 15:23:00,91307.65,91341.23,91293.99,91341.22,0.09809
2026-01-07 15:24:00,91341.22,91341.22,91301.16,91301.16,3.32995
2026-01-07 15:25:00,91301.17,91304.04,91184.66,91197.62,3.32499
2026-01-07 15:26:00,91197.62,91197.63,91159.09,91179.43,1.13354
2026-01-07 15:27:00,91156.02,91156.03,89000.0,91120.03,1.5296
2026-01-07 15:28:00,91120.04,91179.95,91120.03,91179.94,0.13049
2026-01-07 15:29:00,91179.95,91321.88,91179.94,91260.14,0.0637
2026-01-07 15:30:00,91260.14,91260.14,87322.37,91256.5,1.23215
2026-01-07 15:31:00,91256.5,91256.51,91141.99,91213.6,1.0376
2026-01-07 15:32:00,91213.6,91287.85,91147.0,91258.69,0.1161
2026-01-07 15:33:00,91258.69,91305.42,91258.68,91272.56,2.28794
2026-01-07 15:34:00,91272.56,91272.56,89000.0,91222.84,3.8839
2026-01-07 15:35:00,91222.84,91341.72,89000.0,91268.0,0.94614
2026-01-07 15:36:00,91268.0,91438.75,91268.0,91438.75,0.05879
2026-01-07 15:37:00,91438.75,91466.22,91374.0,91393.77,6.54283
2026-01-07 15:38:00,91393.77,91433.99,89000.0,91359.84,1.04916
2026-01-07 15:39:00,91196.0,91284.61,91195.99,91284.61,2.48478
2026-01-07 15:40:00,91284.6,91660.59,91284.6,91335.2,2.29053
2026-01-07 15:41:00,91335.21,91398.95,91335.21,91381.58,0.13377
2026-01-07 15:42:00,91381.58,91430.62,91372.0,91372.0,0.01445
2026-01-07 15:43:00,91372.0,91402.14,91361.51,91361.51,0.02703
2026-01-07 15:44:00,91361.51,91394.13,91361.51,91364.34,0.03297
2026-01-07 15:45:00,91367.1,91367.11,91304.03,91325.84,0.02476
2026-01-07 15:46:00,91325.84,91350.89,91294.51,91294.51,0.05404
2026-01-07 15:47:00,91347.79,91407.35,91347.79,91407.34,0.03466
2026-01-07 15:48:00,91407.34,91454.16,91407.34,91441.34,1.01441
2026-01-07 15:49:00,91432.41,91478.68,91430.03,91478.68,0.06863
2026-01-07 15:50:00,91478.69,91540.47,88954.09,91491.93,4.431
2026-01-07 15:51:00,91491.92,91546.2,91483.47,91546.2,0.04607
2026-01-07 15:52:00,91546.2,91554.14,91500.0,91500.0,1.01558
2026-01-07 15:53:00,91450.0,91462.84,91416.0,91416.0,3.35057
2026-01-07 15:54:00,91416.0,91421.88,87565.05,91411.27,2.32538
2026-01-07 15:55:00,91411.27,91411.28,91373.4,91396.94,0.13866
2026-01-07 15:56:00,91396.95,91396.95,91334.0,91340.8,0.09562
2026-01-07 15:57:00,91340.79,91362.33,91340.79,91362.33,0.04723
2026-01-07 15:58:00,91362.34,91367.56,91341.25,91341.25,0.05432
2026-01-07 15:59:00,91353.2,91366.84,91353.2,91354.62,0.01574
2026-01-07 16:00:00,91354.63,91416.6,91326.33,91416.59,1.18659
2026-01-07 16:01:00,91407.09,91407.1,91383.01,91383.02,0.09885
2026-01-07 16:02:00,91383.02,91419.53,91381.75,91408.85,0.16214
